
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water3	Salinity	36.55	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water3	Temperature	29.5	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water3	Water column photosynthetically active radiation	930.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water3	pH	7.85	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	Ambient photosynthetically active radiation	1898.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	Dissolved oxygen	6.95	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	Salinity	36.6	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	Temperature	29.5	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	Water column photosynthetically active radiation	963.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water4	pH	7.85	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	Ambient photosynthetically active radiation	1744.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	Dissolved oxygen	6.95	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	Salinity	36.6	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	Temperature	29.5	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	Water column photosynthetically active radiation	666.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water5	pH	7.85	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	Ambient photosynthetically active radiation	1200.0	µE/m2/s		6.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	Dissolved oxygen	6.95	mg/L		6.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	Salinity	36.6	ppt		6.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	Temperature	29.5	deg C		6.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	Water column photosynthetically active radiation	421.0	µE/m2/s		6.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Mid-water6	pH	7.85	pH units		6.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	Ambient photosynthetically active radiation	1641.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	Dissolved oxygen	7.3	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	Salinity	36.55	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	Temperature	29.6	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	Water column photosynthetically active radiation	1462.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0025	08-APR-2004	-14.291	-170.56	Surface	pH	7.75	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	Ambient photosynthetically active radiation	1432.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	Dissolved oxygen	7.29	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	Salinity	35.51	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	Temperature	28.2	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	Water column photosynthetically active radiation	476.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Bottom	pH	8.19	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Ambient photosynthetically active radiation	1425.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Dissolved oxygen	7.3	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Salinity	35.52	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Secchi depth	5.0	m		5.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Temperature	28.835	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	Water column photosynthetically active radiation	1028.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water1	pH	8.24	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	Ambient photosynthetically active radiation	1431.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	Dissolved oxygen	7.34	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	Salinity	35.495	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	Temperature	28.455	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	Water column photosynthetically active radiation	1029.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water2	pH	8.205	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	Ambient photosynthetically active radiation	1418.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	Dissolved oxygen	7.305	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	Salinity	35.5	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	Temperature	28.315	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	Water column photosynthetically active radiation	729.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water3	pH	8.195	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	Ambient photosynthetically active radiation	1416.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	Dissolved oxygen	7.285	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	Salinity	35.51	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	Temperature	28.715	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	Water column photosynthetically active radiation	499.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Mid-water4	pH	8.19	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	Ambient photosynthetically active radiation	1418.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	Dissolved oxygen	7.16	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	Salinity	35.54	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	Temperature	29.28	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	Water column photosynthetically active radiation	1229.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0026	18-AUG-2004	-14.159	-169.672	Surface	pH	8.225	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	Ambient photosynthetically active radiation	1838.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	Dissolved oxygen	9.61	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	Salinity	35.55	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	Temperature	29.205	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	Water column photosynthetically active radiation	1509.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Bottom	pH	8.17	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Mid-water1	Secchi depth	1.0	m		1.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	Ambient photosynthetically active radiation	1834.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	Dissolved oxygen	9.605	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	Salinity	35.555	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	Temperature	29.215	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	Water column photosynthetically active radiation	1472.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0027	20-AUG-2004	-14.166	-169.637	Surface	pH	8.175	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	Ambient photosynthetically active radiation	899.0	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	Dissolved oxygen	6.595	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	Salinity	35.49	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	Temperature	27.705	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	Water column photosynthetically active radiation	124.0	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Bottom	pH	8.09	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Ambient photosynthetically active radiation	578.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Dissolved oxygen	6.645	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Salinity	35.435	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Temperature	27.7	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	Water column photosynthetically active radiation	481.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water1	pH	8.095	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	Ambient photosynthetically active radiation	617.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	Dissolved oxygen	6.63	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	Salinity	35.465	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	Temperature	27.71	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	Water column photosynthetically active radiation	364.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water2	pH	8.1	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	Ambient photosynthetically active radiation	534.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	Dissolved oxygen	6.605	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	Salinity	35.47	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	Temperature	27.725	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	Water column photosynthetically active radiation	294.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water3	pH	8.105	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	Ambient photosynthetically active radiation	818.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	Dissolved oxygen	6.585	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	Salinity	35.48	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	Temperature	27.73	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	Water column photosynthetically active radiation	234.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water4	pH	8.105	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	Ambient photosynthetically active radiation	637.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	Dissolved oxygen	6.595	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	Salinity	35.485	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	Temperature	27.725	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	Water column photosynthetically active radiation	253.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water5	pH	8.11	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	Ambient photosynthetically active radiation	857.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	Dissolved oxygen	6.59	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	Salinity	35.49	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	Temperature	27.725	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	Water column photosynthetically active radiation	166.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Mid-water6	pH	8.11	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	Ambient photosynthetically active radiation	934.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	Dissolved oxygen	6.645	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	Salinity	35.435	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	Temperature	27.69	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	Water column photosynthetically active radiation	678.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0028	24-AUG-2004	-14.161	-169.608	Surface	pH	8.085	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	Ambient photosynthetically active radiation	214.0	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	Dissolved oxygen	6.43	mg/L		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	Salinity	35.495	ppt		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	Temperature	27.86	deg C		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	Water column photosynthetically active radiation	85.5	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Bottom	pH	8.15	pH units		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Ambient photosynthetically active radiation	563.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Dissolved oxygen	6.685	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Salinity	35.445	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Secchi depth	8.0	m		8.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Temperature	26.35	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	Water column photosynthetically active radiation	467.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
