
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water1	pH	8.145	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	Ambient photosynthetically active radiation	623.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	Dissolved oxygen	6.615	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	Salinity	35.465	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	Temperature	27.86	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	Water column photosynthetically active radiation	320.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water2	pH	8.15	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	Ambient photosynthetically active radiation	228.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	Dissolved oxygen	6.535	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	Salinity	35.48	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	Temperature	27.87	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	Water column photosynthetically active radiation	137.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water3	pH	8.155	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	Ambient photosynthetically active radiation	218.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	Dissolved oxygen	6.505	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	Salinity	35.485	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	Temperature	27.865	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	Water column photosynthetically active radiation	124.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water4	pH	8.155	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	Ambient photosynthetically active radiation	186.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	Dissolved oxygen	6.475	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	Salinity	35.485	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	Temperature	27.865	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	Water column photosynthetically active radiation	113.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Mid-water5	pH	8.15	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	Ambient photosynthetically active radiation	594.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	Dissolved oxygen	6.745	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	Salinity	35.415	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	Temperature	27.84	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	Water column photosynthetically active radiation	539.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0029	24-AUG-2004	-14.167	-169.608	Surface	pH	8.135	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	Ambient photosynthetically active radiation	1530.5	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	Dissolved oxygen	8.86	mg/L		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	Salinity	35.445	ppt		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	Temperature	28.79	deg C		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	Water column photosynthetically active radiation	1462.5	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Bottom	pH	8.205	pH units		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Mid-water1	Secchi depth	1.0	m		1.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	Ambient photosynthetically active radiation	1530.5	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	Dissolved oxygen	8.86	mg/L		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	Salinity	35.445	ppt		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	Temperature	28.79	deg C		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	Water column photosynthetically active radiation	1462.5	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0030	20-AUG-2004	-14.171	-169.635	Surface	pH	8.205	pH units		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	Ambient photosynthetically active radiation	1363.0	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	Dissolved oxygen	6.75	mg/L		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	Salinity	35.49	ppt		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	Temperature	27.81	deg C		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	Water column photosynthetically active radiation	505.5	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Bottom	pH	8.145	pH units		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Ambient photosynthetically active radiation	1374.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Dissolved oxygen	6.875	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Salinity	35.455	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Secchi depth	8.0	m		8.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Temperature	27.825	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	Water column photosynthetically active radiation	807.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water1	pH	8.15	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	Ambient photosynthetically active radiation	1396.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	Dissolved oxygen	6.86	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	Salinity	35.465	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	Temperature	27.82	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	Water column photosynthetically active radiation	696.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water2	pH	8.15	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	Ambient photosynthetically active radiation	1112.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	Dissolved oxygen	6.85	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	Salinity	35.475	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	Temperature	27.82	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	Water column photosynthetically active radiation	647.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water3	pH	8.155	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	Ambient photosynthetically active radiation	1340.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	Dissolved oxygen	6.83	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	Salinity	35.48	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	Temperature	27.82	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	Water column photosynthetically active radiation	633.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water4	pH	8.155	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	Ambient photosynthetically active radiation	1372.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	Dissolved oxygen	6.795	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	Salinity	35.49	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	Temperature	27.82	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	Water column photosynthetically active radiation	617.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Mid-water5	pH	8.155	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	Ambient photosynthetically active radiation	1364.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	Dissolved oxygen	6.895	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	Salinity	35.44	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	Temperature	27.8	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	Water column photosynthetically active radiation	1000.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0031	24-AUG-2004	-14.173	-169.64	Surface	pH	8.145	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	Ambient photosynthetically active radiation	1466.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	Dissolved oxygen	8.365	mg/L		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	Salinity	35.41	ppt		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	Temperature	28.9	deg C		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	Water column photosynthetically active radiation	636.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Bottom	pH	8.17	pH units		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Mid-water1	Secchi depth	1.0	m		1.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	Ambient photosynthetically active radiation	1466.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	Dissolved oxygen	8.365	mg/L		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	Salinity	35.41	ppt		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	Temperature	28.9	deg C		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	Water column photosynthetically active radiation	636.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0032	20-AUG-2004	-14.171	-169.641	Surface	pH	8.17	pH units		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	Ambient photosynthetically active radiation	1392.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	Dissolved oxygen	9.605	mg/L		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	Salinity	35.62	ppt		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	Temperature	28.18	deg C		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	Water column photosynthetically active radiation	1302.0	µE/m2/s		0.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Bottom	pH	8.11	pH units		0.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0033	25-AUG-2004	-14.181	-169.655	Mid-water1	Secchi depth	0.5	m		0.5	m		Secchi disk		
