,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
2127,RR11219,12/8/03,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2128,RR11221,12/8/03,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2129,45547,2/18/04,530,9,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2130,RR11227,3/17/04,530,6,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2131,RR11229,3/17/04,530,6,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2132,45564,5/24/04,530,33,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2133,RR11235,6/16/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2134,RR11237,6/16/04,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2135,45599,7/21/04,530,20,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2136,RR11243,9/8/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2137,RR11244,9/8/04,530,6,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2138,45618,11/22/04,530,16,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2139,RR11251,12/8/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2140,RR11252,12/8/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2141,48685,2/8/05,530,9,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2142,RR11259,3/16/05,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2143,RR11260,3/16/05,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2144,48704,4/28/05,530,22,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2145,RR11266,6/22/05,530,7,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2146,RR11267,6/22/05,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2147,48731,7/20/05,530,14,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2148,RR11275,9/21/05,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2149,48756,11/14/05,530,19,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2150,RR11554,12/14/05,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2151,53759,2/13/06,530,8,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2152,RR11609,3/22/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2153,53786,5/31/06,530,16,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2154,RR11620,6/21/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2155,RR11621,6/21/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2156,1000197,7/20/06,530,28,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2157,RR11722,9/13/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2158,RR11723,9/13/06,530,18,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2159,1011389,10/5/06,530,46,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2160,RR11766,12/12/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2161,RR11767,12/12/06,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2931,Z005037,12/5/72,535,11,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2932,Z005040,3/27/73,535,44,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2933,Z005043,6/6/73,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2934,Z005046,9/11/73,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2935,Z005047,10/23/73,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2936,Z005050,2/13/74,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2937,Z005051,4/17/74,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2938,Z005057,11/12/74,535,0,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2939,Z005059,1/14/75,535,8,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2940,Z005064,6/12/75,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2941,Z005067,9/10/75,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2942,Z005070,12/2/75,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2943,Z005073,3/24/76,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2944,Z005076,6/16/76,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2945,Z005079,9/13/76,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2946,Z005080,11/2/76,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2947,Z005081,1/24/77,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2948,Z005082,5/26/77,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2949,Z005085,3/7/78,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2950,Z005086,5/1/78,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2951,Z005087,7/26/78,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2952,Z005088,10/3/78,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2953,Z005089,1/10/79,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2954,Z005090,6/7/79,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2955,Z005091,7/11/79,535,42,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2956,Z005092,8/7/79,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2957,Z005094,9/12/79,535,8,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2958,Z005095,10/4/79,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2959,Z005096,11/7/79,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2960,Z005097,12/4/79,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2961,Z005098,1/9/80,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2962,Z005099,2/5/80,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2963,Z005100,3/13/80,535,14,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2964,Z005101,4/24/80,535,75,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2965,Z005102,8/15/80,535,21,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2966,Z005103,12/3/80,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2967,Z005104,2/3/81,535,23,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2968,Z005105,5/6/81,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2969,Z005106,8/18/81,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2970,Z005107,10/29/81,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2971,Z005108,2/24/82,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2972,Z005109,4/14/82,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2973,Z005110,8/11/82,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2974,Z005111,11/16/82,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2975,Z005112,2/24/83,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2976,Z005113,5/26/83,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2977,Z005114,8/24/83,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2978,Z005115,11/15/83,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2979,Z005116,2/22/84,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2980,Z005117,5/23/84,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2981,Z005118,8/20/84,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2982,Z005119,11/12/84,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2983,Z005120,2/13/85,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2984,Z005121,5/8/85,535,8,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2985,Z005122,8/21/85,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2986,Z005123,11/25/85,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2987,Z005124,2/26/86,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2988,Z005125,4/23/86,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2989,Z005126,7/10/86,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2990,Z005127,11/6/86,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2991,Z005128,2/25/87,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2992,Z005129,5/28/87,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2993,Z005130,8/5/87,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2994,Z005131,11/19/87,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2995,Z005132,1/21/88,535,15,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2996,Z005133,5/5/88,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2997,Z005134,8/22/88,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2998,Z005135,12/19/88,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
2999,Z005136,6/14/89,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3000,Z005162,7/18/90,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3001,Z005137,7/25/90,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3002,Z005138,8/28/91,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3003,X000203,8/26/92,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3004,3111,8/24/93,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3005,4231,10/28/93,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3006,6505,1/24/94,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3007,6515,4/19/94,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3008,8805,8/10/94,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3009,9039,10/11/94,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3010,9855,2/22/95,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3011,9868,5/11/95,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3012,9890,8/8/95,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3013,9902,11/28/95,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3014,14375,1/24/96,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3015,15190,4/24/96,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3016,15204,7/16/96,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3017,15235,10/8/96,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3018,15247,12/10/96,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3019,17691,5/21/97,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3020,18750,7/28/97,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3021,18770,11/4/97,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3022,22604,1/12/98,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3023,22625,3/23/98,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3024,22641,6/4/98,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3025,24491,7/22/98,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3026,24517,11/18/98,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3027,25884,1/13/99,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3028,25915,5/17/99,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3029,27385,8/11/99,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3030,RR10884,9/18/01,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3031,RR10944,12/5/01,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3032,37959,2/13/02,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3033,RR11037,3/19/02,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3034,37982,6/11/02,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3035,RR11044,6/18/02,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3036,38016,11/12/02,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3037,38019,11/13/02,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3038,43075,4/8/03,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3039,43095,5/21/03,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3040,44618,7/14/03,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3041,44620,7/15/03,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3042,RR11211,9/10/03,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3043,RR11213,9/10/03,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3044,45527,10/27/03,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3045,RR11219,12/8/03,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3046,RR11221,12/8/03,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3047,45547,2/18/04,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3048,RR11227,3/17/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3049,RR11229,3/17/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3050,45564,5/24/04,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3051,RR11235,6/16/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3052,RR11237,6/16/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3053,45599,7/21/04,535,9,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3054,RR11243,9/8/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3055,RR11244,9/8/04,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3056,45618,11/22/04,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
